fn,start,stop,label
1605.WAV,911.2848586084746,911.5722447577908,dn
1605.WAV,921.5808178375414,921.9616910474786,cl
1605.WAV,925.726075894931,926.0723242676012,hg
1605.WAV,928.8083514482232,929.1234374673528,en
1605.WAV,931.2535299958024,931.558228563752,dn
1605.WAV,932.3372874022598,932.867047412445,ap
1605.WAV,937.5219556141876,937.8266541821374,ao
1605.WAV,943.2052214827607,943.8111561349334,dl
1605.WAV,945.7023372862408,946.0520481426374,bi
1605.WAV,956.3826322089714,956.9608669913304,dl
1605.WAV,959.1394342919536,959.4718327297168,bi
1605.WAV,961.2619368164212,961.6151101565448,ib
1605.WAV,1150.6823864400317,1151.0078599103415,ds
1605.WAV,1155.6170907871092,1155.907939420152,en
1605.WAV,1167.721131558042,1168.0950798005258,cl
1605.WAV,1206.1003566556826,1206.425830125993,ds
1605.WAV,1208.4728230450012,1208.8398463200317,cl
1605.WAV,1211.3785119282318,1211.7005229148149,en
1605.WAV,1213.2932654290971,1213.632588834314,ds
1605.WAV,1215.177521612951,1215.41989547382,he
1605.WAV,1216.7702641272335,1217.168449755804,cl
1605.WAV,1220.8053877418968,1221.103161342393,en
1605.WAV,1223.1771890946868,1223.4368753741894,he
1605.WAV,1225.0302829250002,1225.4076936512106,cl
1605.WAV,1228.766967902639,1229.0751289543157,en
1605.WAV,1230.6373741515858,1230.990547491709,hg
1605.WAV,1233.4738133602823,1233.7750494445054,dn
1605.WAV,1235.6136283033836,1236.119150927482,ap
1605.WAV,1238.595491828601,1238.9036528802778,ao
1605.WAV,1244.6076936512109,1245.140916145123,ap
1605.WAV,1246.8555106263682,1247.111734422144,dr
1605.WAV,1249.0888126300902,1249.4004361654934,dn
1605.WAV,1251.4405041170487,1251.9633391597806,ap
1605.WAV,1255.028302294439,1255.2776011227616,dr
1605.WAV,1257.7193171866145,1258.0863404616446,bi
1605.WAV,1259.728222784629,1260.3029950832613,dl
1605.WAV,1262.6823864400335,1263.0528721987905,bi
1605.WAV,1264.8499012529485,1265.3796612631334,ap
1605.WAV,1267.0665558745652,1267.6447906569242,dl
1605.WAV,1269.5602091943183,1269.9064575669884,bi
1605.WAV,1272.0988748025184,1273.771254442515,Chatter
1605.WAV,1291.572411016928,1291.8182473615238,he
1605.WAV,1293.230940722018,1293.6152764156818,cl
1605.WAV,1297.1615247883517,1297.459298388848,en
1605.WAV,1299.1565804514598,1299.4855164054964,ds
1605.WAV,1305.9513035963037,1306.3356392899675,cl
1605.WAV,1313.816599249227,1314.197472459164,cl
1605.WAV,1317.1897234355615,1317.546359259412,ds
1605.WAV,1322.2594646479804,1322.55377576475,en
1605.WAV,1324.4276444974237,1324.7427305165534,ds
1605.WAV,1328.1227796703415,1328.375540982391,he
1605.WAV,1332.3338249185388,1332.7112356447492,cl
1605.WAV,1334.2596309071123,1334.5851043774223,ds
1605.WAV,1336.5386102358102,1336.8294588688532,en
1605.WAV,1338.138277717546,1338.4776011227627,ds
1605.WAV,1340.5419064604048,1340.957404507609,cl
1605.WAV,1344.92261341121,1345.272324267607,ds
1605.WAV,1347.973726610962,1348.3026625649986,au
1605.WAV,1351.173726610962,1351.4888126300918,au
1605.WAV,1353.8959038566773,1354.235227261894,am
1605.WAV,1355.835559780158,1356.1575707667412,au
1605.WAV,1358.7897234355626,1359.142896775686,am
1605.WAV,1360.9053009925767,1361.3484989095946,ba
1605.WAV,1363.2189051585412,1363.5513035963047,au
1605.WAV,1365.4424847476118,1365.7229459294747,bf
1605.WAV,1366.9313527500933,1367.2152764156826,io
1605.WAV,1368.431273240283,1368.756746710593,au
1605.WAV,1370.6715002114586,1370.9831237468616,bc
1605.WAV,1373.1062913078576,1373.400602424627,io
1605.WAV,1376.4586405918326,1376.811813931956,bx
1605.WAV,1382.3288805816474,1382.612804247237,io
1605.WAV,1386.9941762345704,1387.28848735134,io
1605.WAV,1391.447595343636,1391.734981492952,io
1605.WAV,1397.6467712874876,1397.989557176431,fb
1605.WAV,1403.9705966455003,1404.2441328599095,ce
1605.WAV,1409.8546865702217,1410.2078599103454,bx
1605.WAV,1455.5341574368044,1455.8630933908412,ds
1605.WAV,1463.5130500161804,1463.8385234864902,ds
1605.WAV,1467.0876632951924,1467.3958243468687,en
1605.WAV,1479.159876676057,1479.4749626951868,au
1605.WAV,1485.8368753741931,1486.18658623059,am
1605.WAV,1489.9862609518375,1490.318659389601,au
1605.WAV,1493.6156089339488,1494.041494432333,ba
1605.WAV,1497.587742805003,1497.9166787590395,au
1605.WAV,1499.7074478822724,1500.0675461898493,am
1605.WAV,1504.0189051585432,1504.3443786288533,au
1605.WAV,1506.110910365999,1506.4398463200357,bc
1605.WAV,1509.6329213525823,1509.996482143886,am
1605.WAV,1512.0400125791678,1512.337786179664,au
1605.WAV,1514.4568262204052,1514.9034866211496,ba
1605.WAV,1518.9663101056267,1519.3575707667435,am
1605.WAV,1522.657982794818,1522.9592188790411,io
1605.WAV,1525.916845018172,1526.2111561349416,io
1605.WAV,1527.2464387692253,1527.6238494954357,bx
1605.WAV,1528.933333380657,1529.2345694648798,io
1605.WAV,1531.0599634253797,1531.43737415159,bx
1605.WAV,1532.9504795401583,1533.2309407220212,io
1605.WAV,1534.7724110169315,1535.1117344221482,fb
1605.WAV,1537.657324997802,1537.9204737610312,ce
1605.WAV,1539.727890266369,1540.0776011227658,bx
1605.WAV,1541.546359259415,1541.8337454087314,io
1605.WAV,1543.3710881833863,1543.6411619140692,ce
1605.WAV,1545.120307501899,1545.4838682932027,fb
1605.WAV,1547.1084381975538,1547.3681244770562,ce
1605.WAV,1548.7946677724572,1549.1409161451272,ib
1605.WAV,1550.23918852302,1550.758561082025,dm
1605.WAV,1552.694089485251,1553.0368753741943,fb
1605.WAV,1554.5229459294774,1555.059630907116,dm
1605.WAV,1556.604563685753,1556.8884873513423,ce
1605.WAV,1558.34965548401,1558.882877977922,dm
1605.WAV,1560.87793364103,1561.158394822893,ce
1605.WAV,1562.373726610965,1562.7165124999085,fb
1605.WAV,1564.566143846495,1564.971254442519,bx
1605.WAV,1567.004397426621,1567.3471833155645,fb
1605.WAV,1568.7668016435118,1569.2792492350634,dm
1605.WAV,1574.0795817533278,1574.4327550934513,ib
1605.WAV,1578.1175028151897,1578.3979639970523,ce
1605.WAV,1581.082053921774,1581.4352272618974,bx
1605.WAV,1584.278591438047,1584.649077196804,fb
1605.WAV,1587.3539420238858,1587.6205532708418,ce
1605.WAV,1589.200110886746,1589.5671341617765,ib
1605.WAV,1590.900190396556,1591.2672136715864,fb
1605.WAV,1596.2441328599125,1596.4934316882348,ce
1605.WAV,1597.5633391597853,1597.937287402269,bx
1605.WAV,1599.8492434559364,1600.153942023886,io
1605.WAV,1602.38444658041,1602.7480073717136,bx
1605.WAV,1604.4169245279834,1604.7043106772996,io
1605.WAV,1606.439680060905,1606.7201412427678,ce
1605.WAV,1610.8452894343254,1611.2053877419023,ib
1605.WAV,1612.7635054189177,1613.1270662102213,bx
1605.WAV,1615.3298708969312,1615.606869595067,io
1605.WAV,1617.1234374673625,1617.4835357749394,bx
1605.WAV,1619.5963158847553,1619.8733145828917,io
1605.WAV,1621.7679582179253,1622.131519009229,ib
1605.WAV,1623.4784251789154,1623.831598519039,fb
1605.WAV,1625.9132162753149,1626.4256638668664,dm
1605.WAV,1628.6284685535766,1628.877767381899,ce
1605.WAV,1632.600602424631,1633.102662565003,dm
1605.WAV,1642.0724905267432,1642.4291263505934,ib
1605.WAV,1645.4283022944446,1645.6983760251271,ce
1605.WAV,1658.6368753741956,1659.0004361654992,ib
1605.WAV,1665.9031613423997,1666.256334682523,bx
1605.WAV,1669.8060455389198,1670.093431688236,ce
1605.WAV,1672.7082719384232,1673.0718327297268,ib
1605.WAV,1676.0813961247586,1676.6250060698503,dm
1605.WAV,1678.626986700412,1678.9905474917157,fb
1605.WAV,2141.7814756345683,2142.27314832376,ag
1605.WAV,2150.664741503141,2151.059464647985,cj
1605.WAV,2155.0495759742003,2155.285024867616,ec
1605.WAV,2157.397139940904,2157.802250536928,cj
1605.WAV,2160.2439666007804,2160.524427782643,ec
1605.WAV,2165.8683702459984,2166.2146186186687,cj
1605.WAV,2168.3204737610317,2168.614784877801,ec
1605.WAV,2169.6639174469915,2170.024015754568,cj
1605.WAV,2171.7247603009064,2172.0363838363096,ch
1605.WAV,2174.5265746723358,2174.921297817179,cj
1605.WAV,2180.556088913578,2181.0131367655026,ag
1605.WAV,2185.435393521028,2185.702004767984,ec
1605.WAV,2192.690627001523,2193.0299504067398,ds
1605.WAV,2204.583456265126,2204.8846923493493,eh
1605.WAV,2206.5577370258743,2206.8104983379235,eg
1605.WAV,2208.8706761553103,2209.1580623046266,br
1605.WAV,2216.2235242166807,2216.594009975438,hc
1605.WAV,2219.233087611712,2219.7593851381707,ej
1605.WAV,2224.1608669913358,2224.5209652989124,hc
1605.WAV,2228.777687872084,2229.193185919288,fe
1605.WAV,2231.6279770156875,2232.161199509599,ej
1605.WAV,2237.51140190388,2237.82648792301,au
1605.WAV,2241.6919498350644,2242.069360561275,am
1605.WAV,2245.5948340315845,2245.9549323391616,au
1605.WAV,2248.846771287485,2249.262269334689,am
1605.WAV,2251.5689485332,2252.0502337712114,ba
1605.WAV,2255.5930196601557,2255.9254180979183,au
1605.WAV,2258.6856826646267,2259.035393521024,bc
1605.WAV,2264.4832104961806,2264.815608933944,au
1605.WAV,2269.113216275308,2269.542564257419,am
1605.WAV,2312.898708543382,2313.203407111332,ds
1605.WAV,2316.015608933941,2316.327232469344,en
1605.WAV,2333.3625151036267,2333.67413863903,ds
1605.WAV,2336.777189094682,2337.078425178905,en
1605.WAV,2338.5644957341883,2338.914206590585,ds
1605.WAV,2344.912558478287,2345.293431688224,hg
1605.WAV,2347.087663295184,2347.3785119282265,dn
1605.WAV,2349.5114019038742,2350.0273119791527,ap
1605.WAV,2352.2682039868564,2352.555590136172,dn
1605.WAV,2354.2667221336906,2354.7687822740622,ap
1605.WAV,2357.556746710585,2358.1384439766707,dl
1605.WAV,2382.395000290709,2382.696236374932,au
1605.WAV,2384.590214973438,2384.922613411201,bc
1793.WAV,168.07971506324,168.3047765054756,bz
1793.WAV,170.43486903392497,170.81227976013537,dp
1793.WAV,172.4361846279581,172.8274452890753,hl
1793.WAV,178.0813631755373,178.38606174348698,eh
1793.WAV,180.19760576907987,180.50922930448291,ed
1793.WAV,183.03058249404955,183.48070537852067,bj
1793.WAV,200.8033741621204,201.1911723395109,cn
1793.WAV,208.56479530324216,208.88334380609865,ed
1793.WAV,217.52703326100084,217.88366908485105,di
1793.WAV,223.1514369062198,223.54269756733703,cn
1793.WAV,232.9695733810019,233.3469841072123,cn
1793.WAV,240.3120339911929,240.96298093181264,cb
1793.WAV,247.49109282970056,247.85119113727745,hd
1793.WAV,252.3461600510636,252.79282045180804,df
1793.WAV,256.37435869827345,256.73445700585035,hd
1793.WAV,260.6719660396376,261.1255514078354,an
1793.WAV,264.6302499757851,265.19809730696403,ap
1793.WAV,274.1229129802573,274.5003237064678,hd
1793.WAV,280.45712578945,281.1149976975232,cb
1793.WAV,284.7928204518079,285.208318499012,an
1793.WAV,288.6167325591424,288.8729563549183,dd
1793.WAV,293.05630173330127,293.67954880410747,cb
1793.WAV,308.0279440664711,308.38111740659457,hd
1793.WAV,313.5304957447272,313.9910060803784,df
1793.WAV,333.6729563549181,333.88070537852013,bz
1793.WAV,335.8716335213732,336.2802066011239,dp
1793.WAV,339.5425313082045,339.93032948559505,hl
1793.WAV,341.5652868411262,341.8838353439827,eh
1793.WAV,348.8378327402548,349.28449314099925,bj
1793.WAV,453.04937676584734,453.284825659263,bz
1793.WAV,458.3586943919365,458.7534175367804,dp
1793.WAV,461.5898567454769,461.9776549228674,hl
1793.WAV,465.9740261800086,466.2925746828651,eh
1793.WAV,469.70032370646703,470.0154097255968,ed
1793.WAV,472.94187351118745,473.4093088142921,bj
1793.WAV,475.0096413325562,475.3455022540462,eh
1793.WAV,485.42332500833095,485.7487984786408,ed
1793.WAV,510.86635975463776,511.0810337456932,bz
1793.WAV,513.8101359588619,514.1944716525257,dp
1793.WAV,555.1296747769997,555.3374238006018,bz
1793.WAV,559.050536428682,559.455647024706,dp
1793.WAV,561.3807879767518,561.7720486378689,hl
1793.WAV,577.8032109914094,578.0040350475581,bz
1793.WAV,613.4124491076891,613.6271230987445,bz
1793.WAV,617.4849950068178,617.8866431191151,dp
1793.WAV,621.7860648319086,622.1842504604791,hl
1793.WAV,625.0657019576228,625.3600130743923,eh
1793.WAV,627.0365202346441,627.3550687375006,ed
1793.WAV,634.9392381720323,635.4239858937705,bj
1793.WAV,639.3379225779993,639.6668585320358,ed
1793.WAV,642.091262177255,642.4894478058255,cn
1793.WAV,645.3916742053293,645.7829348664466,di
1793.WAV,647.3098901899217,647.7323132045792,cn
1793.WAV,657.0587769901699,657.3773254930263,ed
1793.WAV,659.192332002346,659.6009050820967,cn
1793.WAV,661.3466619168823,661.6929102895525,ds
1793.WAV,663.5453390833375,663.933137260728,di
1793.WAV,666.1047795938979,666.509890189922,cn
1793.WAV,670.7832601451992,671.3511074763782,ap
1793.WAV,678.1430331740238,678.4927440304206,hd
1793.WAV,906.052819415882,906.274418374391,bz
1793.WAV,912.59131876495,912.975654458614,dp
1793.WAV,919.6768905428372,920.071613687681,hl
1793.WAV,925.3843937974968,925.6752424305398,eh
1793.WAV,928.9825794260674,929.3184403475576,ed
1793.WAV,935.3721919748876,935.8396272779922,bj
1793.WAV,943.0158886693016,943.4279242327792,cn
1793.WAV,944.9064047840805,945.2318782543904,ed
1793.WAV,946.662549070046,947.0503472474368,di
1793.WAV,948.321078775136,948.7400393060668,cn
1793.WAV,952.1374008784886,952.5563614094194,cn
1793.WAV,954.2536434720312,954.6449041331484,di
1793.WAV,956.5568601868158,956.9654332665666,cn
1793.WAV,958.7832372230846,959.1225606283012,ds
1793.WAV,961.0933789053224,961.4638646640794,di
1793.WAV,964.5288277987382,965.1970871579916,cb
1793.WAV,967.6630406079308,968.1374008784888,df
1793.WAV,969.75158333166,970.0943692206032,hd
1793.WAV,971.6005496417182,972.182246907804,ap
1793.WAV,980.5911504319978,980.9443237721212,hd
1793.WAV,983.2925527753528,983.7288257249172,an
1793.WAV,985.2702960198276,985.54036975051,dd
1793.WAV,987.3547112233014,988.0160456151012,cb
1793.WAV,989.1766427000746,989.647540486906,df
1793.WAV,991.1301485584622,991.6564460849208,ap
1793.WAV,994.9187707920016,995.2130819087712,ce
1793.WAV,996.5253632411908,996.9477862558484,ib
1793.WAV,999.6907384039238,999.9608121346064,aa
1793.WAV,1001.7585062252926,1002.0701297606956,cm
1793.WAV,1003.444735800196,1003.9675708429278,dm
1793.WAV,1005.1316304116276,1005.429404012124,ce
1793.WAV,1009.0899143477752,1009.370375529638,aa
1793.WAV,1013.2836471773384,1013.577958294108,cm
1793.WAV,1015.888099976346,1016.4178599865312,dm
1793.WAV,1017.7896685788332,1018.1463044026834,fb
1793.WAV,1020.9100314531188,1021.3012921142362,af
1793.WAV,1023.1924732655434,1023.4763969311329,cr
1793.WAV,1024.7817532960992,1025.1591640223096,fq
1793.WAV,1027.8397914633044,1028.2691394454152,bq
1793.WAV,1030.084145954735,1030.454631713492,ch
1793.WAV,1032.2938756088986,1032.7439984933696,fq
1793.WAV,1038.2950249437995,1038.7312978933635,fq
1793.WAV,1056.5359169515036,1056.889090291627,cg
1793.WAV,1059.7601543375908,1060.1652649336147,af
1793.WAV,1065.1179467358538,1065.5265198156044,fq
1793.WAV,1069.8137397057887,1070.2638625902598,cj
1793.WAV,1072.7263535564723,1073.2907384039247,em
1793.WAV,1075.0191828200768,1075.4416058347344,cj
1793.WAV,1081.014072224053,1081.4399577224374,cj
1793.WAV,1084.189834837966,1084.7299822993316,em
1793.WAV,1087.0366614978427,1087.369059935606,au
1793.WAV,1089.7685611582096,1090.1563593356002,aj
1793.WAV,1091.6632047932435,1091.9644408774666,bp
1793.WAV,1098.1220670165976,1098.4613904218145,bp
1793.WAV,1101.616378133367,1101.8310521244225,bm
1793.WAV,1103.4729326654922,1103.9472929360502,bd
1793.WAV,1106.184057423499,1106.495680958902,be
1793.WAV,1109.0724338880962,1109.4429196468532,bx
1793.WAV,1110.6000542480997,1110.8805154299623,io
1793.WAV,1112.113159636668,1112.4628704930649,ad
1793.WAV,1113.8485290202734,1114.1255277184096,fa
1793.WAV,1115.590158334804,1115.9848814796478,bx
1793.WAV,1117.076228890087,1117.38785242549,io
1793.WAV,1118.7693834324436,1119.146794158654,ad
1793.WAV,1151.3794456048722,1151.670294237915,ah
1793.WAV,1163.8505096508354,1164.2660076980396,dp
1793.WAV,1166.4542974133146,1166.831708139525,hl
1793.WAV,1168.6120898115778,1169.0206628913286,dp
1793.WAV,1170.953393847356,1171.323879606113,hl
1793.WAV,1172.587686166359,1172.9027721854886,eh
1793.WAV,1174.2261060056169,1174.7143162110815,bj
1793.WAV,1176.498160366861,1176.809783902264,eh
1793.WAV,1178.1809274580376,1178.502938444621,ed
1793.WAV,1180.7126680987844,1181.2078032717027,bj
1793.WAV,1185.214561980024,1185.550422901514,ed
1793.WAV,1193.6407799966723,1194.038965625243,cn
1793.WAV,1196.162133186239,1196.5360814287228,di
1793.WAV,1198.3815852550545,1198.7832333673518,cn
1793.WAV,1201.1072249844965,1201.772021860023,cb
1793.WAV,1205.696345995432,1206.0391318843754,hd
1793.WAV,1215.1993964510846,1215.6425943681022,df
1793.WAV,1219.1749928058657,1219.538553597169,hd
1793.WAV,1221.0280866361788,1221.4712845531965,an
1793.WAV,1224.8097839022648,1225.3707062659903,ap
1793.WAV,1252.7954351899618,1253.1105212090918,hd
1793.WAV,1292.155208218787,1292.574168749718,dp
1793.WAV,1293.941849821765,1294.343497934062,hl
1793.WAV,1297.706234669217,1298.010933237167,eh
1793.WAV,1299.4277541179158,1299.7636150394055,ed
1793.WAV,1301.644408739533,1302.1083815589109,bj
1793.WAV,1303.9469604177891,1304.2620464369188,eh
1793.WAV,1312.366253466984,1312.840613737542,bj
1793.WAV,1318.9809274580398,1319.3860380540636,cn
1793.WAV,1321.5923052245005,1321.9073912436304,ed
1793.WAV,1323.9751590649992,1324.3768071772963,cn
1793.WAV,1327.2270963208996,1327.6079695308367,cn
1793.WAV,1333.3535601064905,1333.7378958001543,di
1793.WAV,1338.0805154299655,1338.4994759608962,cn
1793.WAV,1341.9695496915792,1342.308873096796,ds
1793.WAV,1344.1654294108357,1344.532452685866,di
1793.WAV,1348.79889767369,1349.44984461431,cb
1793.WAV,1353.9697159507114,1354.298651904748,hd
1793.WAV,1356.446056851831,1356.8477049641283,an
1793.WAV,1358.333110482883,1358.9840574235027,cb
1793.WAV,1362.4340212883535,1362.9118440426382,df
1793.WAV,1365.6547961907138,1366.2053311032591,ap
1793.WAV,1368.1235470878514,1368.4905703628815,hd
1793.WAV,1371.5070587253667,1371.898319386484,an
1793.WAV,1375.0325321956766,1375.302605926359,dd
1793.WAV,1378.6002205072352,1379.2580924153085,cb
1793.WAV,1382.0079695308375,1382.3646053546877,hd
1793.WAV,1385.6684798664887,1386.2294022302144,ap
1793.WAV,1389.63368877009,1390.024949431207,hd
1793.WAV,1392.913325895804,1393.304586556921,an
1793.WAV,1409.5815852550577,1410.014395720895,an
1793.WAV,1415.4241253750588,1415.7149740081015,ce
1793.WAV,1417.8762288900914,1418.343664193196,ib
1793.WAV,1422.201536101269,1422.4750723156783,aa
1473.WAV,4.322260375281312,4.710058552671817,cl
1473.WAV,6.060427206085184,6.420525513662082,ck
1473.WAV,8.093570190186966,8.377493855776445,fg
1473.WAV,9.86702689478618,10.462574095778743,em
1473.WAV,11.632893595403662,12.003379354160662,cl
1473.WAV,13.36480049528246,13.697198933045753,ck
1473.WAV,14.805193725590051,15.082192423726127,fg
1473.WAV,17.797444701987995,18.133305623477987,ck
1473.WAV,20.04526167714524,20.637346394411097,em
1473.WAV,21.783428507949107,22.16083923415951,cl
1473.WAV,23.290273965592345,23.633059854535738,ck
1473.WAV,44.98326224881704,45.28796081676672,ah
1473.WAV,47.71928942943912,48.0413004160223,ai
1473.WAV,50.64921569875644,50.95045178297943,en
1473.WAV,62.05729724062267,62.38277071093256,en
1473.WAV,67.43173702099087,67.81607271465468,hg
1473.WAV,69.81805334521616,70.11236446198573,ai
1473.WAV,72.92110380086854,73.21541491763811,en
1473.WAV,75.19315816211268,75.6259686279503,hg
1473.WAV,77.75952364012642,78.0607597243494,ai
1473.WAV,87.37337357503323,87.6642222080761,en
1473.WAV,88.67526745627278,89.05267818248318,hg
1473.WAV,90.784585082362,91.09967110149177,ai
1473.WAV,113.67279528782686,113.97403137204984,ai
1473.WAV,120.64756758645922,120.92456628459529,en
1473.WAV,165.2259686279502,165.66570406124123,ag
1473.WAV,165.82844079639617,166.20585152260657,ag
1473.WAV,167.00635030000277,167.25911161205195,co
1473.WAV,182.78821382522057,183.1863994537912,ag
1473.WAV,189.96727266372827,190.36545829229888,ag
1473.WAV,192.2421244721708,192.6195351983812,fq
1473.WAV,199.6884595941628,200.0243205156528,ch
1473.WAV,200.73412967962645,201.14616524310387,cj
1473.WAV,203.70906823739088,203.97914196807355,ec
1473.WAV,205.67642403068533,206.0746096592559,cj
1473.WAV,207.4561406662096,207.798926555153,ci
1473.WAV,208.97337357503292,209.39233410596376,cj
1473.WAV,211.7232506905618,211.98986193751776,ec
1473.WAV,214.2716387134137,214.6871367606178,cj
1473.WAV,218.1024757882016,218.4383367096916,ci
1473.WAV,219.76793046074476,220.1868909916756,cj
1473.WAV,221.37865043018897,221.64179919341825,ec
1473.WAV,223.1479796145332,223.4838405360232,ch
1473.WAV,224.77254951888423,225.17073514745485,cj
1473.WAV,226.61805334521583,226.96776420161265,ci
1473.WAV,228.356885212548,228.76545829229875,cj
1473.WAV,229.7176413171415,229.98079008037075,ec
1473.WAV,235.231245483106,235.5809563395028,ci
1473.WAV,239.56694014546397,239.90626355068065,ci
1473.WAV,241.71088260882013,242.11253072111745,dp
1473.WAV,243.4351995047172,243.8091477472009,hl
1473.WAV,245.75919112186185,246.07427714099163,eh
1473.WAV,247.56034769627465,247.97238325975204,dp
1473.WAV,249.63437544856848,249.99793623987208,hl
1473.WAV,251.36628234844733,251.6259686279499,fg
1473.WAV,252.61277649005967,253.20486120732556,em
1473.WAV,254.39662064583896,254.77749385577607,cl
1473.WAV,256.19018721627003,256.50181075167313,eh
1473.WAV,257.8182196043478,258.22333020037183,dp
1473.WAV,259.6048612073255,259.9649595149024,hl
1473.WAV,261.22943111167655,261.48911739117915,fg
1473.WAV,262.9544130441019,263.2556491283249,eh
1473.WAV,266.1717254627354,266.5768360587594,dp
1473.WAV,267.9410546470796,268.55045178297894,em
1473.WAV,271.5011529546565,271.87856368086693,cl
1473.WAV,273.63124548310594,273.99134379068283,ck
1473.WAV,276.8139330644724,277.0909317626085,fg
1473.WAV,279.52226037528084,279.8581212967708,ck
1473.WAV,282.6807105705604,283.0927461340378,dp
1473.WAV,285.09752421179763,285.46454748682794,hl
1473.WAV,322.50725386596105,322.76001517801024,ah
1473.WAV,326.3408883879473,326.6594368908038,ai
1473.WAV,327.7854091385099,328.10742012509314,en
1473.WAV,330.19250036509544,330.5595236401257,hg
1473.WAV,332.5262143968919,332.82398799738814,en
1707.WAV,1.051499716177862,1.38241665089877,ai
1707.WAV,2.74071523178808,3.0600885525070955,en
1707.WAV,4.273785603107498,4.671971231678107,cj
1707.WAV,6.531324992916512,6.884498333040009,ds
1707.WAV,9.10115295465694,9.419701457513428,ai
1707.WAV,10.718797891554612,11.054658813044604,en
1707.WAV,12.176503540495707,12.519289429439102,ds
1707.WAV,13.610636839878229,13.939572793914818,ai
1707.WAV,15.137592163353345,15.483840536023436,an
1707.WAV,16.59942533254947,16.90066141677245,cd
1707.WAV,19.816737751182973,20.13874873776616,hd
1707.WAV,22.892088337021736,23.241799193418533,cc
1707.WAV,24.30478169751572,24.602555298012003,ce
1707.WAV,25.419701457513423,25.76941231391022,ip
1707.WAV,27.286645222733565,27.878729939999428,dl
1707.WAV,29.274775918388237,29.63833670969183,bi
1707.WAV,32.253176959879376,32.74138716534421,ac
1707.WAV,34.870814657265285,35.46636185825785,dl
1707.WAV,37.52027974471984,37.89076550347684,bi
1707.WAV,39.8200339757776,40.31863163242254,ac
1707.WAV,41.606675578755286,42.18144787738764,dl
1707.WAV,45.02201460633908,45.60371187242484,dl
1707.WAV,46.90214326993769,47.2760915124214,bi
1707.WAV,49.17766011490854,49.67625777155348,ac
1707.WAV,50.728852824470565,51.04047635987365,be
1707.WAV,53.17749385577646,53.50296732608635,fa
1707.WAV,54.77436389031393,55.25218664459866,bd
1707.WAV,56.66488000509264,57.05614066620985,bq
1707.WAV,58.80189750099546,59.110058552671845,be
1707.WAV,60.21112837776274,60.546989299252736,ad
1707.WAV,61.922260375281326,62.29620861776503,fq
1707.WAV,62.96100549329161,63.248391642607785,cr
1707.WAV,65.00107344484681,65.3542467849703,ci
1707.WAV,66.87773962471871,67.26207531838253,cj
1707.WAV,68.43305985453577,68.73429593875876,cr
1707.WAV,69.80074092658265,70.18161413651976,ci
1707.WAV,71.25911161205208,71.65729724062268,cj
1707.WAV,76.3669401454643,76.7270384530412,fq
1707.WAV,111.0198677166456,111.36611608931568,en
1707.WAV,112.36397643913388,112.72753723043748,ds
1707.WAV,113.76974483217448,114.07790588385086,ai
1707.WAV,116.0106368398783,116.40189750099552,an
1707.WAV,117.87691556857013,118.26471374596062,cj
1707.WAV,119.96545829229912,120.32555659987602,hd
1707.WAV,121.85663944360616,122.27906245826368,an
1707.WAV,124.2007409265827,124.5746891690664,ai
1707.WAV,127.23454170770104,127.58771504782456,ds
1707.WAV,128.84179919341858,129.18112259863528,ai
1707.WAV,130.17831791192515,130.51417883341514,en
1707.WAV,131.99332442124478,132.33957279391487,ds
1707.WAV,133.22596862795032,133.5549045819869,ai
1707.WAV,134.6566394436061,135.0028878162762,en
1707.WAV,136.17320731590112,136.5575430095649,an
1707.WAV,137.78738976907206,138.1925003650961,cj
1707.WAV,139.4112946368948,139.7506180421115,ds
1707.WAV,141.43405016981652,141.7733735750332,ai
1707.WAV,142.79480627440998,143.12720471217327,en
1707.WAV,144.2878017971464,144.6409751372699,ds
1707.WAV,146.26834248881931,146.66306563366322,an
1707.WAV,147.6332261136678,147.9621620677044,hd
1707.WAV,150.05350223863178,150.38590067639507,cd
1707.WAV,151.6088224684488,151.95160835739222,hd
1707.WAV,152.96265360558888,153.29505204335217,cc
1707.WAV,154.18557539764262,154.54567370521954,ip
1707.WAV,155.69521830248425,156.2942279872035,dl
1707.WAV,157.92572285900798,158.45548286919322,ac
1707.WAV,160.1666148667118,160.76908703515775,dl
1707.WAV,162.00519372559,162.38952941925382,bi
1707.WAV,164.05564912832529,164.55424678497022,ac
1707.WAV,166.17122668533955,166.76677388633212,dl
1707.WAV,167.8581212967712,168.2389945067083,bi
1707.WAV,169.84278950869918,170.33792468161744,ac
1707.WAV,171.25548286919317,171.56018143714286,be
1707.WAV,172.97633728136356,173.29142330049334,fa
1707.WAV,174.53858247863397,175.0267926840988,bd
1707.WAV,176.58557539764254,176.89373644931894,be
1707.WAV,177.8978567300622,178.2614175213658,bq
1707.WAV,179.14781335540124,179.4594368908043,ad
1707.WAV,180.42613488708224,180.7273709713052,cr
1707.WAV,181.51681726099304,181.9011529546568,fq
1707.WAV,182.81937617876088,183.1898619375179,ci
1707.WAV,183.90659606894496,184.31516914869567,cj
1707.WAV,185.225802368818,185.527038453041,cr
1707.WAV,186.45911161205188,186.8157474359021,fq
1707.WAV,188.24921569875627,188.60238903887975,ci
1707.WAV,189.3786504301891,189.7802985424864,cj
1707.WAV,191.03025516782543,191.32456628459505,cr
1707.WAV,192.1562274155316,192.533638141742,ci
