fn,label,dur,fs,label_prefilter,pos
Audio S087_begging scream gradation.wav,begging scream gradation,1.407375,96000,begging scream gradation,0.7036875
Audio S097_begging scream gradation.wav,begging scream gradation,0.829,96000,begging scream gradation,0.4145
Audio S268_hum gradation.wav,hum gradation,1.0463125,48000,hum gradation,0.52315625
Audio S337_snort.wav,snort,0.41428125,96000,snort,0.207140625
Audio S241_hum.wav,hum,1.433875,96000,hum,0.7169375
Audio S083_begging scream gradation.wav,begging scream gradation,1.3488854166666666,96000,begging scream gradation,0.6744427083333333
Audio S319_Ascending scream.wav,Ascending scream,0.8136979166666667,96000,Ascending scream,0.40684895833333334
Audio S193_growl.wav,growl,3.078875,48000,growl,1.5394375
Audio S384_wavering scream.wav,wavering scream,1.8329583333333332,96000,wavering scream,0.9164791666666666
Audio S383_wavering scream.wav,wavering scream,3.302604166666667,96000,wavering scream,1.6513020833333334
Audio S353_snort.wav,snort,0.6171875,48000,snort,0.30859375
Audio S151_contact call gradation.wav,contact call gradation,0.5490208333333333,96000,contact call gradation,0.27451041666666665
Audio S324_Ascending scream.wav,Ascending scream,0.69953125,96000,Ascending scream,0.349765625
Audio S118_contact call.wav,contact call,0.6518125,96000,contact call,0.32590625
Audio S442_bark like.wav,,0.39975,96000,bark like,0.199875
Audio S275_hum gradation.wav,hum gradation,0.9070833333333334,96000,hum gradation,0.4535416666666667
Audio S344_snort.wav,snort,0.497875,96000,snort,0.2489375
Audio S203_hah.wav,hah,0.40860416666666666,96000,hah,0.20430208333333333
Audio S222_hum.wav,hum,1.3160729166666667,96000,hum,0.6580364583333334
Audio S259_hum gradation.wav,hum gradation,1.0931666666666666,96000,hum gradation,0.5465833333333333
Audio S313_Ascending scream.wav,Ascending scream,0.8199895833333334,96000,Ascending scream,0.4099947916666667
Audio S409_whine.wav,whine,0.6595833333333333,96000,whine,0.32979166666666665
Audio S368_suckling call.wav,suckling call,0.7501875,96000,suckling call,0.37509375
Audio S244_hum.wav,hum,1.2943125,96000,hum,0.64715625
Audio S255_hum gradation.wav,hum gradation,1.73753125,96000,hum gradation,0.868765625
Audio S291_isolation call.wav,isolation call,1.5278333333333334,96000,isolation call,0.7639166666666667
Audio S072_begging scream.wav,begging scream,0.7540416666666667,96000,begging scream,0.37702083333333336
Audio S243_hum.wav,hum,0.5910520833333334,96000,hum,0.2955260416666667
Audio S298_isolation call.wav,isolation call,1.4008854166666667,96000,isolation call,0.7004427083333333
Audio S283_hum short.wav,,0.4311875,96000,hum short,0.21559375
Audio S434_whistle double.wav,whistle double,1.0134791666666667,96000,whistle double,0.5067395833333334
Audio S004_bark.wav,bark,0.30966666666666665,96000,bark,0.15483333333333332
Audio S218_hum.wav,hum,0.48234375,96000,hum,0.241171875
Audio S311_Ascending scream.wav,Ascending scream,0.7293333333333333,96000,Ascending scream,0.36466666666666664
Audio S445_contact call like.wav,,0.97590625,96000,contact call like,0.487953125
Audio S411_whistle.wav,whistle,0.36996875,96000,whistle,0.184984375
Audio S352_snort.wav,snort,0.427375,48000,snort,0.2136875
Audio S233_hum.wav,hum,0.48146875,96000,hum,0.240734375
Audio S135_contact call.wav,contact call,0.49534375,96000,contact call,0.247671875
Audio S284_hum short.wav,,0.4626354166666667,96000,hum short,0.23131770833333334
Audio S287_isolation call.wav,isolation call,1.2139166666666668,96000,isolation call,0.6069583333333334
Audio S062_begging scream.wav,begging scream,1.2545520833333332,96000,begging scream,0.6272760416666666
Audio S295_isolation call.wav,isolation call,1.1600729166666666,96000,isolation call,0.5800364583333333
Audio S051_begging scream.wav,begging scream,1.1551354166666667,96000,begging scream,0.5775677083333334
Audio S191_growl.wav,growl,1.3637083333333333,96000,growl,0.6818541666666667
Audio S077_begging scream gradation.wav,begging scream gradation,0.5948958333333333,96000,begging scream gradation,0.29744791666666665
Audio S129_contact call.wav,contact call,0.5598333333333333,96000,contact call,0.27991666666666665
Audio S323_Ascending scream.wav,Ascending scream,0.62515625,96000,Ascending scream,0.312578125
Audio S223_hum.wav,hum,0.5395416666666667,96000,hum,0.26977083333333335
Audio S133_contact call.wav,contact call,0.6525416666666667,96000,contact call,0.32627083333333334
Audio S112_close call.wav,close call,0.38538541666666665,96000,close call,0.19269270833333332
Audio S082_begging scream gradation.wav,begging scream gradation,0.8498125,96000,begging scream gradation,0.42490625
Audio S394_whine.wav,whine,0.80040625,96000,whine,0.400203125
Audio S043_begging scream.wav,begging scream,1.4823541666666666,96000,begging scream,0.7411770833333333
Audio S056_begging scream.wav,begging scream,2.2488020833333335,96000,begging scream,1.1244010416666668
Audio S325_Ascending scream.wav,Ascending scream,0.8926145833333333,96000,Ascending scream,0.44630729166666666
Audio S159_contact call gradation.wav,contact call gradation,0.50971875,96000,contact call gradation,0.254859375
Audio S252_hum gradation.wav,hum gradation,1.1975208333333334,96000,hum gradation,0.5987604166666667
Audio S036_begging call.wav,begging call,0.5193020833333334,96000,begging call,0.2596510416666667
Audio S307_Ascending scream.wav,Ascending scream,0.8073125,96000,Ascending scream,0.40365625
Audio S407_whine.wav,whine,0.66625,96000,whine,0.333125
Audio S183_growl.wav,growl,2.8009791666666666,96000,growl,1.4004895833333333
Audio S288_isolation call.wav,isolation call,1.08871875,96000,isolation call,0.544359375
Audio S045_begging scream.wav,begging scream,1.1956770833333332,96000,begging scream,0.5978385416666666
Audio S180_growl.wav,growl,0.7365208333333333,96000,growl,0.36826041666666665
Audio S103_begging scream gradation.wav,begging scream gradation,0.6766458333333333,96000,begging scream gradation,0.33832291666666664
Audio S158_contact call gradation.wav,contact call gradation,0.4785520833333333,96000,contact call gradation,0.23927604166666666
Audio S256_hum gradation.wav,hum gradation,1.8348125,96000,hum gradation,0.91740625
Audio S121_contact call.wav,contact call,0.7375729166666667,96000,contact call,0.36878645833333334
Audio S188_growl.wav,growl,1.1571458333333333,96000,growl,0.5785729166666667
Audio S207_hah.wav,hah,0.5203958333333333,96000,hah,0.26019791666666664
Audio S370_suckling call.wav,suckling call,0.83725,96000,suckling call,0.418625
Audio S053_begging scream.wav,begging scream,0.69053125,96000,begging scream,0.345265625
Audio S184_growl.wav,growl,0.7561041666666667,96000,growl,0.37805208333333334
Audio S393_whine.wav,whine,1.0136875,96000,whine,0.50684375
Audio S321_Ascending scream.wav,Ascending scream,0.8701458333333333,96000,Ascending scream,0.43507291666666664
Audio S335_snort.wav,snort,0.37432291666666667,96000,snort,0.18716145833333334
Audio S178_growl.wav,growl,5.323979166666667,48000,growl,2.6619895833333334
Audio S306_Ascending scream.wav,Ascending scream,0.7950416666666666,96000,Ascending scream,0.3975208333333333
Audio S084_begging scream gradation.wav,begging scream gradation,1.2996041666666667,96000,begging scream gradation,0.6498020833333333
Audio S202_hah.wav,hah,0.51946875,96000,hah,0.259734375
Audio S107_close call.wav,close call,0.432625,96000,close call,0.2163125
Audio S146_contact call.wav,contact call,0.5756145833333334,96000,contact call,0.2878072916666667
Audio S126_contact call.wav,contact call,0.5547291666666667,96000,contact call,0.27736458333333336
Audio S065_begging scream.wav,begging scream,1.8603333333333334,96000,begging scream,0.9301666666666667
Audio S257_hum gradation.wav,hum gradation,1.1274270833333333,96000,hum gradation,0.5637135416666667
Audio S249_hum gradation.wav,hum gradation,1.8754375,96000,hum gradation,0.93771875
Audio S350_snort.wav,snort,0.427375,48000,snort,0.2136875
Audio S154_contact call gradation.wav,contact call gradation,0.55925,48000,contact call gradation,0.279625
Audio S231_hum.wav,hum,0.5899479166666667,96000,hum,0.29497395833333334
Audio S366_suckling call.wav,suckling call,2.1803333333333335,96000,suckling call,1.0901666666666667
Audio S012_bark.wav,bark,0.6584479166666667,96000,bark,0.32922395833333334
Audio S425_whistle.wav,whistle,0.40080208333333334,96000,whistle,0.20040104166666667
Audio S342_snort.wav,snort,0.3740625,48000,snort,0.18703125
Audio S042_begging call.wav,begging call,0.46038541666666666,96000,begging call,0.23019270833333333
Audio S206_hah.wav,hah,0.394,96000,hah,0.197
Audio S436_whistle double.wav,whistle double,0.86271875,96000,whistle double,0.431359375
Audio S147_contact call gradation.wav,contact call gradation,0.5260833333333333,96000,contact call gradation,0.2630416666666667
Audio S088_begging scream gradation.wav,begging scream gradation,1.1033645833333334,96000,begging scream gradation,0.5516822916666667
Audio S016_bark.wav,bark,0.40570833333333334,96000,bark,0.20285416666666667
Audio S167_contact call gradation.wav,contact call gradation,0.3498125,96000,contact call gradation,0.17490625
Audio S388_wavering scream.wav,wavering scream,1.44421875,96000,wavering scream,0.722109375
Audio S391_whine.wav,whine,0.47559375,96000,whine,0.237796875
Audio S139_contact call.wav,contact call,0.7897291666666667,96000,contact call,0.39486458333333335
Audio S401_whine.wav,whine,1.5109791666666668,96000,whine,0.7554895833333334
Audio S312_Ascending scream.wav,Ascending scream,0.98309375,96000,Ascending scream,0.491546875
Audio S197_growl.wav,growl,1.6950520833333333,96000,growl,0.8475260416666667
Audio S142_contact call.wav,contact call,0.5791770833333333,96000,contact call,0.28958854166666664
Audio S289_isolation call.wav,isolation call,0.9980104166666667,96000,isolation call,0.49900520833333334
Audio S194_growl.wav,growl,4.139270833333334,48000,growl,2.069635416666667
Audio S317_Ascending scream.wav,Ascending scream,0.7274791666666667,96000,Ascending scream,0.36373958333333334
Audio S358_snort.wav,snort,0.38079166666666664,96000,snort,0.19039583333333332
Audio S333_snort.wav,snort,0.36978125,96000,snort,0.184890625
Audio S234_hum.wav,hum,0.4895,96000,hum,0.24475
Audio S034_begging call.wav,begging call,0.43875,96000,begging call,0.219375
Audio S247_hum.wav,hum,1.1192916666666666,96000,hum,0.5596458333333333
Audio S123_contact call.wav,contact call,0.5507291666666667,96000,contact call,0.27536458333333336
